label,speech_rate,lexical_density,1gram_repeat,audio_signal,ZCR(mean),ZCR(std),mfcc_1(mean),mfcc_1(std),mfcc_2(mean),mfcc_2(std),mfcc_3(mean),mfcc_3(std),mfcc_4(mean),mfcc_4(std),mfcc_5(mean),mfcc_5(std),mfcc_6(mean),mfcc_6(std),mfcc_7(mean),mfcc_7(std),mfcc_8(mean),mfcc_8(std),mfcc_9(mean),mfcc_9(std),mfcc_10(mean),mfcc_10(std),mfcc_11(mean),mfcc_11(std),mfcc_12(mean),mfcc_12(std),mfcc_13(mean),mfcc_13(std),mfcc_14(mean),mfcc_14(std),mfcc_15(mean),mfcc_15(std),mfcc_16(mean),mfcc_16(std),mfcc_17(mean),mfcc_17(std),mfcc_18(mean),mfcc_18(std),mfcc_19(mean),mfcc_19(std),mfcc_20(mean),mfcc_20(std),mfcc_21(mean),mfcc_21(std),mfcc_22(mean),mfcc_22(std),mfcc_23(mean),mfcc_23(std),mfcc_24(mean),mfcc_24(std),mfcc_25(mean),mfcc_25(std),f0_max,f0_min,f0_median,f0_std
Low,72.0,16.666666666666664,0,"[-0.00698853 -0.02453613 -0.03259277 ...  0.02404785  0.02481079
  0.0249939 ]",0.15404184912420382,0.11328172704628145,-433.08206717573495,132.97320203248194,87.34519296284792,44.902805129906405,-19.357611953096367,38.758047351385,37.73854240991629,40.45567986262572,-2.8287229710875437,15.827279752866945,-12.422267464803069,11.646388019821893,-13.908249951509255,15.274387653152566,-25.44136216355616,17.617787720542555,-3.2213626584920894,15.80898674532435,-24.682631560266664,15.37643396679546,-10.483607809175938,10.773843672227516,5.043437248158485,9.75689358250176,-10.741186781551917,9.147168890805569,-1.3394823318603237,8.217125861270993,-5.721885649398846,10.3535001555529,-13.692964156383846,8.626035297602803,-4.262187912716278,7.6224443401024615,2.669300894978632,10.217781809273513,-9.252286055432835,7.904991706243543,5.31075713815886,8.347806004688792,-10.924417185370134,7.326953160165448,1.3718111040773617,6.984373802362334,-5.696787835659889,5.40871065797052,-1.9675348089301918,5.269761014481554,-3.3162044391643013,5.235896697839264,144.30989148811935,97.99885899543732,121.34967043801211,9.111963645970876
High,156.0,15.384615384615383,0,"[ 0.06765747  0.06719971  0.05737305 ...  0.04837036 -0.03182983
 -0.01010132]",0.1753054090366242,0.1500505454257408,-250.6360548709777,63.92215890172205,64.12632755009105,53.82745050963038,10.361336230048735,31.525231705816108,22.33099134982272,15.615449652499155,8.894211541194629,24.792938060858635,14.320383139233625,18.127721444784193,-10.218788467089462,14.448767717005833,-5.250587512867262,15.637921935543288,1.5565908173210696,11.837079190810371,2.5037562534755766,9.161804459135459,7.6276726437018265,10.42811919471924,8.727246504995616,9.270234685656643,-0.6465781251902478,7.81290829709337,5.516009437259447,6.790558092691561,-0.8074693618086783,5.941605085190121,-0.44671140078566784,7.847941402121653,-3.6354452863001345,5.575673638445162,0.1652112585268534,6.418567343825972,-5.7796704613277035,7.142382925327845,-0.6915704172594047,5.2016315280558905,-4.208449173497718,4.178774682356505,-2.2189879992441837,5.2170393598775116,-1.6058705211191096,4.032027941473333,-2.254516360372125,4.916064212460532,-4.474709933425866,4.1496426515947045,116.54094037952247,65.40639132514966,87.81282249923149,13.624507537502204
Low,132.0,18.181818181818183,4,[0.00332642 0.00527954 0.00686646 ... 0.00592041 0.00411987 0.00210571],0.07238691779458599,0.08127827908807395,-462.60264094297054,60.064535284601575,75.12258253139784,36.62219242506585,7.952211289366211,29.704005383746555,2.416190050685499,27.836488287825997,-17.38824137784912,17.70873001220118,-4.15030970114874,13.413046888672184,-4.635923822586242,10.256181247706914,-1.0635967139367406,10.845008059597982,-4.466747077314033,12.259554361028988,0.17828642143496182,8.169046889367065,-12.42336677494059,8.598959679185196,-5.387596122275996,7.0018570164673015,-3.1110293443563632,7.746349079922613,-0.4215761880875808,8.520679252978791,-1.3727596859252011,4.5838892053914,-0.8661242091501254,5.314745335111053,-2.6906219081962424,5.120285024985417,8.90340943130752,6.624309195504718,2.204929365205637,8.77254347565944,2.2610260851836292,6.569360495165442,-2.469134923181808,8.226427498756502,2.4931693479802357,10.164831674958402,4.071852464081316,11.737706444973634,6.244406968269698,11.197071518072041,3.616662632428841,11.13857927317379,355.3326333920185,143.47872767421205,214.35611005466367,63.91251417628427
Low,96.0,25.0,0,"[-0.00067139 -0.00158691 -0.00283813 ... -0.0809021  -0.06060791
 -0.03219604]",0.10893336982484077,0.058087963033215534,-255.7554866153894,96.91191552419738,110.01058972121106,34.91211561765791,-13.318054400002474,20.977364236634333,8.372891992602565,21.166327178909352,-17.826062959491242,23.50059410442952,-6.825260241431156,11.989858277686794,-16.25807308898956,19.45759347040531,-10.318815634574834,12.312005075113344,-21.856370348819773,11.850211268108344,-3.3898284031579604,10.543075599892559,-8.84410455458121,7.669683560180463,-7.055346289814734,9.055514922456709,-6.811163305888411,8.511437931789882,3.6560129581668486,6.628871207836708,-14.427715469765511,7.038690509574261,-1.558668193675241,6.219864235152916,-5.505252704381537,6.3488790992840105,-9.432512985631867,6.933607834705189,-4.3613658048617765,5.234727662650122,-5.749726980231393,5.621721406134636,-8.63623676750959,5.160089116728487,-3.3781418990987837,6.042999259271162,-4.758586799847655,5.5695024033278155,-2.8241343033907658,4.924040983694374,-3.375583044926014,4.809013753016935,245.51937137864914,89.3477635991859,143.47872767421205,30.64420592740247
High,132.0,27.27272727272727,2,[0.00982666 0.01266479 0.01263428 ... 0.01821899 0.02090454 0.0239563 ],0.11153338972929937,0.05062440152930141,-448.3009281822732,101.51994007279181,116.76304768166555,42.75007909946976,-45.52602494982275,48.04251011549504,8.786713866724183,38.371036357125696,-35.49639729648409,20.185361646814993,-41.25247055715014,25.654021996083024,6.106339873560675,14.980033769947351,-22.494385599318253,16.228916726805224,-12.823757682039359,12.785249665466258,4.605306749946067,15.463873024037026,-10.838959673549528,11.628759563142081,1.358014986738082,10.803687837075632,0.8338665009741961,10.289458446082591,-8.686833170518033,8.890592795732928,0.9668285229944842,8.21383757607353,-0.9829371730111248,9.207506660624807,-7.770164296046246,9.161320486634311,-5.027465684392991,6.362456033695787,-4.801375098612496,9.991147821094291,-5.000881359969571,9.048741363200502,-1.5291287318189069,9.077049735104,-2.4192135859078934,10.780719338479514,-4.916873297388008,10.429309240112897,-5.432641638968798,8.98661202295338,-6.211673251445415,8.824481472331051,434.9461689552743,131.5705733911144,218.73289323986043,48.47906181368538
High,156.0,23.07692307692308,2,"[-0.00048828 -0.00027466 -0.0015564  ...  0.00448608  0.00744629
  0.00738525]",0.15818135449840764,0.11810730090524514,-289.67308942714914,69.64205602758813,53.20097714784097,43.32699642073836,17.701056927734083,28.031875764558002,26.501861015714525,15.61041846418774,16.106885812755905,11.644073178051476,17.262290393670206,10.953653829103475,-3.2976215757174114,11.581117462053511,-2.468908718222101,16.339811879435555,-1.5928873040822937,10.092741822922397,2.2637425549255554,9.808779357020414,3.3727566583461956,7.057254919862134,8.366445063847365,7.998763648209266,1.5053182876261761,7.796590421682841,5.038497783871256,6.37077028700964,2.4098790182112646,5.679420872632083,2.3814971056788368,6.134271431019516,-4.134842077860334,5.46189299520164,-1.952234638968471,5.383755651687132,-6.581288755504974,5.302846793522408,-2.159025774397183,3.556686532585838,-5.330705074603923,3.8295229817734784,-3.488210087798255,4.15951699484346,-2.1645874246230674,4.302503231614583,2.168986893246186,4.081366328217087,-0.664475494844094,4.58437234757398,123.47082531403102,65.40639132514966,110.01651598563654,20.48972569291615
High,168.0,14.285714285714285,2,"[ 0.04217529 -0.01501465 -0.07794189 ... -0.00704956 -0.01541138
 -0.01391602]",0.10117374104299363,0.03391419987185474,-214.06876158007674,48.93094175027645,123.44632885601061,25.26446129750582,-30.74518728337619,18.569593122140017,25.12750356516001,14.773803420194053,-0.5321836842584873,12.652639757049732,1.1725617425386388,12.823733283737438,-1.780243245543896,12.298411224613462,-4.11560044836317,15.598287434382414,-5.491204497445254,11.453954222157032,6.458761152091508,9.353388322435286,-3.1162753244136985,8.736071963741017,3.3162669690513926,7.706297023553559,-6.800605034134243,7.201811127525984,8.107029617238414,7.81955867727396,-3.076865398680709,7.218760175011976,-4.278898923189087,7.24723864560421,-0.10447463821340237,6.974517091396429,1.224121313700947,6.974147168436539,-2.624126693001014,7.034131449674373,2.8461211690342525,5.413614574038083,1.229429956696196,5.9200926982050746,-1.0953687831137993,5.275469860613655,0.7175387317148931,4.954170157879719,-2.61412844031222,4.886839895871031,-2.449364081123189,4.295356148807796,152.01041679645533,65.40639132514966,131.95166368007364,33.292376639348504
Low,12.0,100.0,0,"[-0.00024414 -0.00036621 -0.00061035 ...  0.0289917   0.02767944
  0.02841187]",0.07641135051751592,0.0507565014902843,-411.53635253547856,75.85064346281568,73.51446371945198,23.7810124810797,22.814812312189577,18.886393032071414,37.93093390601538,20.255414870693873,15.644736833612885,13.005319132541931,15.569812663323786,14.289469116636297,13.154050450976179,7.133540477309673,9.338563549269915,8.93602585983918,2.057423168051624,10.268045607175564,5.523325555918522,9.295972379130179,2.1299224053417736,5.597563145895202,2.2234861317662027,5.528660565600933,-2.3053725727842163,6.685711181122613,2.2212887013876528,5.229843905540704,-4.245134912902381,4.793509075727994,1.2658347975301627,4.325664734798568,-3.9313003040282033,4.579382759128979,0.5859286600864961,4.495745048474354,-0.18224175830314568,5.657774393341734,1.3456587534464646,4.591391190081194,2.6476466565342887,4.284641286557832,1.2761181381043127,4.9122348484214955,-0.3055468638569714,4.4460681992417515,0.23956108884366803,4.775117064783431,-3.830234548483979,4.382556329407903,235.7901617579845,65.40639132514966,65.40639132514966,48.85076486927575
Low,108.0,22.22222222222222,0,"[3.05175781e-05 1.83105469e-04 1.83105469e-04 ... 1.09863281e-03
 7.62939453e-04 4.88281250e-04]",0.1510375199044586,0.10277773031046622,-521.3017833297673,125.77398344863192,93.2740308790358,48.75587876995496,-19.311593352684355,34.87334026214951,12.894561403662749,22.44901878326056,7.2882246300928015,20.01256362547462,-7.908221864340536,15.028917095139889,-16.92227124295149,14.265648426983343,-7.887906096139551,15.705730608242726,-6.358104692071226,10.478359984096459,-9.220153337968233,11.99033138207575,-12.456511261486012,10.924683454969136,1.3911583988598717,8.884255081695667,-12.096256251555156,10.707185024047968,1.875193490686652,8.533675761919804,-5.308066516965942,7.41959333884846,-5.910685885313601,7.070715269301069,-4.589754660454683,5.951653254164916,-2.6528876751325123,7.630538944116378,-5.9368968196041285,7.740328230490098,-2.033690913445366,8.173917819633397,-9.476634017609104,6.157355398585405,-1.9255087255516865,4.820974372536834,-8.289489586958695,4.808586726962399,-2.3660659746037993,4.317772139122411,-3.3077540788221063,4.924880852631667,169.64319079487348,101.45478129445331,120.65074776640884,14.558195826346067
Intermediate,96.0,25.0,0,[0.         0.         0.         ... 0.00274658 0.00341797 0.00390625],0.060158116042993634,0.034261772082736626,-415.7168050765712,79.38209812759243,119.73590829511217,23.385546520581617,-0.492815117475781,22.702099586938267,18.39188456724983,13.648565715687283,14.105459807802823,11.72821023095588,12.64168252362708,11.018824125576035,3.77157786975462,9.516001729457644,5.17094140767957,14.378132473179544,5.194804872557376,6.8964933870800085,8.581314663736038,6.959586242199319,1.4316103578761574,6.887447922385789,4.683964207671557,5.076672563467778,0.6503742704284825,5.430282408354165,10.627742398156071,7.056732288529406,0.9130142125664288,6.196806336790078,1.1385149260043317,7.617921244432149,5.509938257277173,6.3701350896228295,0.24880241283907803,7.470152785764691,-0.5266497343751947,6.463175172443864,-0.7363162626712951,6.368351026747954,0.7433654170179078,9.151983320533208,0.18772234888547032,7.417932275766161,3.6163449238546677,8.840301164066219,4.300233131858449,8.905213943193816,2.3711483743633455,7.97809895106429,92.4986056779086,65.40639132514966,65.40639132514966,7.574771531655902
Intermediate,144.0,0.0,0,[0.00015259 0.0007019  0.00076294 ... 0.00921631 0.01287842 0.01516724],0.10490582703025478,0.09087318781609449,-351.2458681270049,59.36998601781798,91.78230556393673,36.708511239921485,3.4699312894364978,23.027869639609772,8.396205343630564,27.102102227891734,-11.78806795732851,20.11786261578789,-11.008347693545339,19.04058724907738,-13.038515983941519,10.288078317515994,-19.128354768022575,14.485645841368138,-13.986633222911774,8.033261592678791,-11.512135716974896,8.675211095959984,-17.374953247777473,8.00337419548017,-9.500512519739628,8.538695230095493,-14.45306183532478,7.938425920135744,-7.594598480725908,5.996021944058556,-12.330581438827474,7.914092982020574,-8.558695420347629,7.211258298089454,-12.211237734101609,6.786140708140037,-8.84292705717955,6.264978805169166,-12.63306294316795,5.476960528334964,-6.9676439576982085,4.999088071274065,-5.895125331508895,7.024901557689637,-2.8561881370200037,7.645937885262936,-4.408355056436502,9.860180318891102,-0.9788819325191548,9.240085934718964,-2.5833162102672618,8.933906955814738,295.3659506116579,158.2826938011902,205.2672581380976,39.436794965561624
High,96.0,25.0,0,"[-0.00042725 -0.00048828 -0.00027466 ... -0.00030518 -0.00045776
 -0.00054932]",0.10793192675159236,0.03765701757129269,-508.5496703137415,106.22198618441615,137.0624916868898,51.15273067179683,-49.712287858644096,41.157447820348715,6.737686504273207,37.25876370633814,-6.6498565101326905,28.994748672092424,-8.338617988266526,19.24232062251617,6.091768902856917,19.348122005990092,-16.538343317962283,15.602869635579538,7.137129276155456,16.103739648254933,6.27993677919614,16.54310299022805,-12.475359277735265,10.748485476310687,-1.793431433732003,11.610402458133358,-2.077807104401516,10.848789111906523,-5.802596629783302,7.647946581689102,-8.694418224892551,7.760142567699745,-9.394335609791895,7.692402748170673,-6.640429252661159,5.6764276366567765,-7.6057427194474245,6.021982287941872,-4.85498118158087,7.581136154082829,-4.502697182960803,4.457434230960586,-3.625301414375467,7.042836407042041,-3.5650569069782616,4.680453661844852,-7.902611509149277,4.147312062939424,-4.572306366530968,4.501304656224766,-3.3725965912286515,4.332595635207142,238.52991146631203,97.43442710125966,112.89718707521467,30.10098835048021
Intermediate,60.0,40.0,0,"[ 0.00146484 -0.00012207 -0.00216675 ... -0.00268555 -0.00057983
 -0.00149536]",0.1417912768710191,0.08038026830961303,-277.35024118941675,59.0220333639071,94.04607453378422,29.977810861297073,-16.958195140565746,15.512592427840351,25.68597494268015,11.314655486051493,-8.90336582312259,13.016013690145577,2.880698325575784,10.565474608586014,-5.519095539721017,10.521328046035087,-4.083392736145849,9.506700938979478,-10.588215719989678,10.165228530459105,-1.1237562502790743,7.911603694896928,-8.28513475985172,6.671818532589562,-1.9655069343733889,5.4703039854856454,-5.694486957321345,4.273154984884591,1.406355170493203,6.046510808753086,-8.834306461723902,4.763287201120563,-0.3639411787177036,4.457582899167258,-7.751640484426543,4.174040084347835,-5.533065455092392,4.795515310941377,-5.27900252086891,4.732230349541027,-2.889811586274856,5.507666821855624,-6.390721786265359,4.18207830646435,-2.9898909236024536,3.6298106869019615,-5.74092247044891,3.755000206429413,0.26259685386653664,4.618241955214008,-2.8785113020070585,4.488622527888721,132.33275396903284,65.40639132514966,103.22990173201754,25.54729038968407
Intermediate,72.0,0.0,0,"[-0.00540161 -0.00546265 -0.00518799 ... -0.01315308 -0.0269165
 -0.03851318]",0.07318620621019108,0.04771792742557476,-310.03805433743196,106.33557733213507,106.24224317984007,27.51059554318546,-16.175483629200663,32.85782408910801,32.52043450739683,26.110897750119232,2.0187995292855603,27.495491567051932,14.243085718589409,20.949962015969543,6.797159113917871,13.210764715748704,-0.847936762559705,15.475762628339702,5.502812778433948,10.687057277642584,-5.229023864523569,14.615706324228693,4.218237088918287,9.507684445589492,-5.2605278600055145,11.98987392014523,3.147459647102596,8.748878355513114,4.108305499024789,9.193290407887844,-10.865480006515192,8.809097258351406,0.7250077250689229,7.750164832206928,-7.44008287726289,9.091465612528586,0.6385397026065901,7.20474532194081,-3.6283030187579057,5.196002470658084,-4.960196607981857,6.205030390427649,-0.37785523714597674,6.6731719269592285,0.6372228117864814,8.969803243187066,-1.850162940796738,7.926501722340733,-0.7003364577498675,12.385452931251194,-0.3548156018981205,9.774947934735984,273.99891691894106,65.40639132514966,201.74088950502764,73.8964292195234
